Processor Name,Major Revision,Minor Revision,Category,Rare,Summary,Products Affected,Erratum Description,Configurations Affected,Conditions,Implications,Workaround
Cortex A-9,r4,p0,C,0,DBGPRSR Sticky Reset status bit is set to 1 by the CPU debug reset instead of by the CPU non-debug reset,"Cortex-A9, Cortex-A9 MPCore","DBGPRSR.SR, bit [3], is the Sticky Reset status bit. The ARM architecture specifies that the processor sets this bit to 1 when the non-debug logic of the processor is in reset state. Because of this erratum, the Cortex-A9 processor sets this bit to 1 when the debug logic of the processor is in reset state, instead of when the non-debug logic of the processor is in reset state. ",This erratum affects all configurations of the processor.,-,"Because of the erratum: DBGPRSR.SR might not be set to 1 when it should, when the non-debug logic of the processor is in reset state. DBGPRSR.SR might be set to 1 when it should not, when the debug logic of the processor is in reset state. In both cases, the DBGPRSR.SR bit value might be corrupted, which might prevent the debug logic from correctly detecting when the non-debug logic of the processor has been reset. ",There is no workaround for this erratum.
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",A,1,Load or store which fails condition code check might cause deadlock or data corruption,Cortex-A7 MPCore,Under rare circumstances a conditional load instruction which fails its condition code check might cause data corruption or deadlock.,"This erratum does not affect the processor if one of the following is true: The variant and revision reported by the MIDR is r0p3 and REVIDR[1] is set to 1. The variant and revision reported by the MIDR is r0p5 and REVIDR[0] is set to 1. To be affected by this erratum, the Cortex-A7 processor must be configured with VFP or Neon support.","A VFP divide or square root operation is executed. Within the subsequent 58 instructions, a load or store is executed which causes a pipeline stall (caused by a cache miss or memory system contention). Between the VFP divide or square root and the load/store there are none of the following instructions: WFI/WFE An instruction that reads the result of the divide or square root. An instruction that reads the FPSCR. Within the subsequent six instructions a load instruction is executed that satisfies the following requirements: The instruction is conditional. The instruction fails its condition code check. The data addressed by the instruction given correct register inputs crosses an 8-byte boundary (including cases where an alignment fault would have been generated if the instruction had passed its condition code check). Between the earlier load/store instruction and the later load instruction is an instruction which writes to a register used in the address calculation of the load. This instruction must have the opposite condition code to the load instruction. There must be no instructions which set the condition code flags between this instruction and the later load instruction. While the pipeline is stalled due to the earlier load or store, the VFP divide or square root completes. If these conditions are met, then under rare conditions data memory might be corrupted, which might lead to a deadlock. ","It is believed that the various conditions required to cause this erratum are very unlikely to occur together in practice. This erratum has never been observed in deployed products. As such, the practical implications for real systems should be minimal.",There is no workaround for this erratum.
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",B,0,Stage 2 XN attribute is suppressed when stage 1 MMU is disabled,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements the ARM Virtualization Extensions. The Virtualization Extensions provide independent translation regimes for memory accesses from different modes. In the Non-secure PL1&0 translation regime, address translation occurs in two stages. Stage 1 maps the Virtual Address (VA) to an Intermediate Physical Address (IPA). Stage 2 maps the IPA to the Physical Address (PA). The ARMv7-A architecture states that if the stage 2 Execute-never (XN) attribute is set to 1, execution from the region is not permitted, regardless of the value of the XN attribute in the stage 1 translation. If a Permission fault is generated because the stage 2 XN bit is set to 1, this is reported as a stage 2 MMU fault. Because of this erratum, the stage 2 XN attribute is suppressed when the stage 1 MMU is disabled. ",All configurations.,The PL1&0 stage 1 MMU is disabled (SCTLR.M is set to 0). 2) The PL1&0 stage 2 MMU is enabled (HCR.VM is set to 1). 3) The CPU is operating in Non-secure state at the PL0 or PL1 privilege level. ,"There are two main implications of this erratum: 1) For code running at Non-secure PL1 in a CPU with the stage 1 MMU disabled, as might occur during the PL1 initialization of a CPU under virtualization, the stage 2 XN attribute does not give any protection from speculative instruction fetches from read-sensitive locations. These locations might rarely be corrupted because of this erratum. 2) For code running at PL0 with HCR.TGE == 1, which permits running an application directly on a hypervisor, the stage 2 XN permission cannot be used to protect areas of memory from being executed. This means that enforcing a security policy in which areas that are writeable are not executable is not possible at EL0 with HCR.TGE == 1.","The first implication can be worked around by ensuring that no read-sensitive locations are mapped into the stage 2 page tables or have read access in the stage 2 page tables when running at Non-secure EL1 with the MMU disabled. The second implication cannot be worked around while HCR.TGE == 1, but it does not lead to functional misbehavior of correctly constructed code. "
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",B,0,Memory locations might be accessed speculatively due to instruction fetches when HCR.VM is set,Cortex-A7 MPCore,"The ARMv7 architecture requires that when all associated stages of translation are disabled for the current privilege level, memory locations are only accessed due to instruction fetches within the same or next 4KB region as an instruction which has been or will be fetched due to sequential execution. In the conditions detailed below, the Cortex-A7 MPCore processor might access other locations speculatively due to instruction fetches. ",All configurations of Cortex-A7 are affected.,1) The processor must be executing at PL2 or Secure PL1. 2) Address translation is disabled for the current exception level (by clearing the appropriate SCTLR.M or HSCTLR.M bit). 3) The HCR.VM bit is set. ,"If these conditions are met, then speculative instruction fetches might be made to memory locations not permitted by the architecture.","Because the HCR.VM bit is reset low, this situation is most likely to arise in powerdown code, if PL2 or Secure PL1 software disables address translation before the core is powered down. To work around this erratum, software should ensure that HCR.VM is cleared before disabling address translation at PL2 or Secure PL1. "
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",B,0,Cache maintenance by set/way operations can execute out of order,Cortex-A7 MPCore,"The v7 ARM ARM states that all cache and branch predictor maintenance operations that do not specify an address execute, relative to each other, in program order. However, because of this erratum, an L2 set/way cache maintenance operation can overtake an L1 set/way cache maintenance operation. ","To be affected by this erratum, the processor must be implemented with an L2 cache.","For this erratum to have an observable effect, the following conditions must be met. 1) A CPU performs an L1 DCCSW or DCCISW operation. 2) The targeted L1 set/way contains dirty data. 3) Before the next DSB, the same CPU executes an L2 DCCSW or DCCISW operation while the L1 set/way operation is in progress. 4) The targeted L2 set/way is within the group of L2 set/ways that the dirty data from L1 can be allocated to. If the above conditions are met then the L2 set/way operation can take effect before the dirty data from L1 has been written to L2. Note: Conditions (3) and (4) are not likely to be met concurrently when performing set/way operations on the entire L1 and L2 caches. This is because cache maintenance code is likely to iterate through sets and ways in a consistent ascending or consistent descending manner across cache levels, and to perform all operations on one cache level before moving on to the next cache level. This means that, for example, cache maintenance operations on L1 set 0 and L2 set 0 will be separated by cache maintenance operations for all other sets in the L1 cache. This creates a large window for the cache maintenance operations on L1 set 0 to complete. ","Code that intends to clean dirty data from L1 to L2 and then from L2 to L3 using set/way operations might not behave as expected. The L2 to L3 operation might happen first and result in dirty data remaining in L2 after the L1 to L2 operation has completed. If dirty data remains in L2 then an external agent, such as a DMA agent, might observe stale data. If the processor is reset or powered-down while dirty data remains in L2 then the dirty data will be lost. ",Correct ordering between set/way cache maintenance operations can be forced by executing a DSB before changing cache levels. 
Cortex -A7 MPCore,r0,"p2,p3,p4",B,0,A CPU can interfere with the duplicate tag RAM invalidation process for another CPU and cause deadlock,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor supports memory coherency between multiple CPUs within the processor, using a duplicate copy of the CPU L1 data tag RAMs in the SCU to filter coherency traffic. The CPU L1 data tag RAMs and duplicate tag RAMs are synchronized by holding L1RSTDISABLE LOW when each CPU is powered up for the first time after full processor power down. The synchronization cannot be performed using software. Because of this erratum, under certain power-up scenarios, the last set of the duplicate tag RAMs can remain inconsistent with the CPU L1 tag RAMs, leading to a deadlock.","This erratum does not affect the processor if one of the following is true: The variant and revision reported by the MIDR is r0p3 and REVIDR[0] is set to 1.  The variant and revision reported by the MIDR is r0p4 and REVIDR[0] is set to 1. To be affected by this erratum, the processor must be implemented with more than one CPU. ","1) The Cortex-A7 MPCore processor is powered down, so that the state of the L1 duplicate tag RAMs is corrupted. 2) The processor is powered up. 3) One of the CPUs within the processor, CPU A, is powered up (possibly at the same time as the processor). Another CPU, CPU B, remains powered down. 4) CPU A performs a cacheable data read, either explicitly due to a load or implicitly due to a prefetch or other cause, that misses in the L1 cache, causing an L1 linefill. 5) CPU B is powered up, causing an invalidation of the L1 duplicate tags for that CPU. 6) Data is returned for the L1 linefill for CPU A. 7) The L1 duplicate tags corresponding to the linefill for CPU A are updated in the same cycle that the tag invalidation sequence for CPU B reaches the last set of the L1 duplicate tag RAMs. If these conditions are met, then the last set of the L1 duplicate tag RAMs for CPU B can be left in a corrupt state. This can lead to the lines in the last set being marked as valid. When CPU B then tries to allocate a line into the last set of the L1 cache, this corrupt data can be interpreted as a valid address. This address can be allocated into a buffer within the processor, but since this address was not valid in the L1 cache, the buffer is never deallocated. When CPU B next issues an operation which requires this buffer, it will wait indefinitely, causing a deadlock. ","This erratum can only affect systems that use a power strategy where the entire Cortex-A7 MPCore processor is powered down, and then on power-up only one CPU is powered up, with other CPUs being powered up only after the first CPU has started executing. In affected systems, the processor can deadlock. ","The system software must ensure that active CPUs do not perform L1 data cache allocations during the tag invalidation process of other CPUs. This is only necessary the first time each CPU is brought out of reset after full processor power down. Three methods to ensure this are described below. Method 1 This method coordinates the tag invalidation process for all CPUs. CPUs that are not required can then be powered down again using the standard power-down sequence. The CPUs can be powered up individually at a later time. 1) On processor power-up power is applied to all CPUs. 2) All CPUs are brought out of reset at the same time. 3) All CPUs complete the normal power-up sequence. 4) CPUs that are not required complete the normal power-down sequence. Method 2 This method is applicable if power control software uses one CPU to initiate power up of other CPUs. In this method, CPU A powers up all other CPUs during CPU A's power-up sequence. CPUs that are not required can then be powered down again using the normal power-down sequence. The CPUs can be powered up individually at a later time. CPU A Initial state: powered down 1) Begin power-up sequence. Do not change SCTLR.C from its reset value of 0. This prevents allocations into the L1 data cache. 2) Clear the 'complete' flag for the power-up process, and clear the 'invalidation done' flags for other CPUs. Flags must be located in separate memory locations so they can be set and cleared individually using non-overlapping stores. 3) Execute a DSB instruction. 4) Initiate power-up of other CPUs. 5) Execute a WFE instruction. 6) On wake-up, check that 'invalidation done' flags have been set by all other CPUs. If a flag is not set, return to WFE state and repeat this step. 7) Set the 'complete' flag. 8) Execute a DSB instruction. 9) Continue the normal power-up sequence. This includes setting SCTLR.C to 1 to enable allocations into the L1 data cache. Other CPUs Initial state: powered down 1) Begin normal power-up sequence. 2) Perform a TLBIMVAIS operation to any address. 3) Execute a DSB instruction. The previous TLBIMVAIS operation requires the DSB to send a DVM Synchronization request. The request will stall until the L1 duplicate tag invalidation process is complete. 4) Set the 'invalidation done' flag. 5) Execute a DSB instruction. 6) Execute a SEV instruction. 7) Execute a WFE instruction. 8) On wake-up, check that the 'complete' flag has been set by CPU A. If the flag is not set, return to WFE state and repeat this step. 9) Continue the normal power-up sequence. 10) Perform the normal power-down sequence if the CPU is not required. Method 3 This method is applicable if power control software uses one CPU to initiate power up of other CPUs, and can send interrupts to all active CPUs. In this method, a CPU is only powered up when it is required. Active CPUs are put into WFE during the power-up sequence of the new CPU. CPU A Initial state: powered up 1) Clear the 'complete' flag for the new CPU power-up process, clear the 'ready' flags for each CPU that is already powered-up, and clear the 'invalidation done' flag for the CPU to be powered-up. Flags must be located in separate memory locations so they can be set and cleared individually using non-overlapping stores. 2) Execute a DSB instruction. 3) Send interrupt to active CPUs. 4) Clear SCTLR.C to 0. This waits for outstanding L1 data cache allocations to complete and then prevents further allocations. The cache contents are preserved and cacheable loads and stores continue to lookup in the cache. 5) Execute an ISB instruction. 6) Execute a DSB instruction. 7) Execute a WFE instruction. 8) On wake-up, check that 'ready' flags have been set by all active CPUs. If a flag is not set, return to WFE state and repeat this step. 9) Initiate power-up of the new CPU. 10) Execute a WFE instruction. 11) On wake-up, check that the 'invalidation done' flag has been set by the new CPU. If the flag has not been set, return to WFE state and repeat this step. 12) Set the 'complete' flag. 13) Execute a DSB instruction. 14) Execute a SEV instruction. 15) Set SCTLR.C to 1. 16) Execute an ISB instruction. 17) Execute a DSB instruction. 18) Continue normal execution. Other active CPUs Initial state: powered up 1) Receive interrupt from CPU A. 2) Clear SCTLR.C to 0. This waits for outstanding L1 data cache allocations to complete and then prevents further allocations. The cache contents are preserved and cacheable loads and stores continue to lookup in the cache. 3) Execute an ISB instruction. 4) Execute a DSB instruction. 5) Set the 'ready' flag. 6) Execute a DSB instruction. 7) Execute a SEV instruction. 8) Execute a WFE instruction. 9) On wake-up, check that the 'complete' flag has been set by CPU A. If the flag is not set, return to WFE state and repeat this step. 10) Set SCTLR.C to 1. 11) Execute an ISB instruction. 12) Execute a DSB instruction. 13) Continue normal execution. New CPU Initial state: powered down 1) Perform the normal power-up sequence. 2) Perform a TLBIMVAIS operation to any address. 3) Execute a DSB instruction. The previous TLBIMVAIS operation requires the DSB to send a DVM Synchronization request. The request will stall until the L1 duplicate tag invalidation process is complete. 4) Set the 'invalidation done' flag. 5) Execute a DSB instruction. 6) Execute a SEV instruction. 7) Continue normal execution."
Cortex -A7 MPCore,r0,"p2,p3,p4",B,0,Domain faults can be incorrectly reported in the PAR for ATS1C* operations executed in Hyp mode executed in Hyp mode,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements the ARM Virtualization Extensions, and therefore implements Hyp mode. When executing in Hyp mode, software can use the ATS1C* operations to perform address translation operations in the context of the Non-secure PL1 modes. The result of an operation is written to the PAR. This erratum means that in some cases the information written to the PAR might be incorrect. ATS12NSO* operations are not affected by this erratum.", All configurations.,"Either: 1) The processor is executing in Hyp mode. 2) HSCTLR.M has the value 0, disabling the PL2 stage 1 MMU. 3) The Non-secure copy of SCTLR.M has the value 1, enabling the PL1&0 stage 1 MMU. 4) The Non-secure copy of TTBCR.EAE has the value 0, selecting use of the Short-descriptor translation table format for PL1&0 stage 1 translations. 5) Software executes an ATS1C* operation to an address which, if accessed from Non-secure PL1, is associated with a domain configured as Manager or No access. or: 1) The processor is executing in Hyp mode. 2) HSCTLR.M has the value 1, enabling the PL2 stage 1 MMU. 3) The Non-secure copy of SCTLR.M has the value 0, disabling the PL1&0 stage 1 MMU. 4) The Non-secure copy of TTBCR.EAE has the value 0, selecting use of the Short-descriptor translation table format for PL1&0 stage 1 translations. 5) The Non-secure copy of DACR.D0 has the value 0b00 or 0b10, configuring domain 0 as No access or using the reserved encoding. 6) Software executes an ATS1C* operation. If the first set of conditions is met then the value written to the PAR will be as if the associated domain for the address were configured as Client. If the second set of conditions is met then the value written to the PAR will erroneously indicate a domain fault. ","Software running in Hyp mode with the PL2 stage 1 MMU disabled can receive incorrect results in the PAR for ATS1C* operations where the PL1&0 stage 1 MMU is enabled. ARM expects that most software executing in Hyp mode will operate with the PL2 stage 1 MMU enabled, and therefore will be unaffected by the first set of conditions described in this erratum. Software running in Hyp mode with the PL2 stage 1 MMU enabled will get erroneous domain faults indicated in the PAR for ATS1C* operations where the PL1&0 stage 1 MMU is disabled. ","Software running in Hyp mode can check the values of HSCTLR.M and the Non-secure copy of SCTLR.M to determine whether they are different. If the values differ, it might be necessary for the Hyp mode software to emulate the ATS1C* operations by directly examining the stage 1 page tables. If the Non-secure copy of SCTLR.M has the value 0 then there is a direct mapping between the virtual address and the intermediate physical address required as the input address for the stage 2 translation. "
Cortex -A7 MPCore,r0,"p2,p3",B,0,Hardware virtual interrupt deactivates incorrect physical interrupt,Cortex-A7 MPCore,The Cortex-A7 MPCore processor can contain an integrated ARM Generic Interrupt Controller (GIC) that supports deactivating the originating physical interrupt when software deactivates a virtual interrupt. Under some circumstances the wrong physical interrupt might be deactivated.,This erratum only affects processors implemented with the GIC.,"Two or more List Registers (GICH_LRn) contain the same VirtualID, of which:  One is an active hardware virtual interrupt, i.e. State==10 and HW==1, and  At least one has a non-zero PhysicalID that is different to the PhysicalID of the active interrupt. If these conditions are met then deactivating the active virtual interrupt might result in the wrong physical interrupt being deactivated. Virtual interrupts can be deactivated using the GICV_EOIR, GICV_AEOIR or GICV_DIR, depending on the value of GICC_CTLR.EOImode and the group of the virtual interrupt. ","If this erratum occurs: the incorrectly deactivated physical interrupt might be signaled to the CPU again the physical interrupt that should have been deactivated, but was not, might never again be signaled to the CPU. ","Software can avoid this erratum by ensuring that when a List Register is programmed with a new virtual interrupt none of the other List Registers hold the same VirtualID field. Two possible methods of achieving this are: 1) When programming a new virtual interrupt, reusing the last List Register that contained the required VirtualID, if it has not since been overwritten with a different VirtualID. 2) Writing all invalid List Registers to 0x0 before programming a new virtual interrupt. "
Cortex -A7 MPCore,r0,p2,B,0,CTIINTACK register needs clearing each time it is set,Cortex-A7 MPCore,"The CTI includes a CTIINTACK register that software can use to acknowledge a trigger instead of using the hardware acknowledge CTITRIGOUTACK signal. The correct operation of this register is that writing a one to the bit corresponding to a trigger output causes that trigger to be cleared, and this does not affect future triggers. Because of this erratum, when a bit in the CTIINTACK register is set to one, it remains set until cleared by writing zero to the register. This causes the corresponding trigger output to be acknowledged immediately if it occurs again, which can lead to the trigger being missed. The CTIINTACK register is normally used in two cases:  To clear a debug related interrupt, if required by the interrupt controller.  To clear a debug entry request generated by another processor, when using cross-halting. ",This erratum affects implementations of the processor that include the integration layer.,The following sequence of conditions must occur: 1) A CTI trigger output fires. 2) The software writes a one to the corresponding bit of the CTI CTIINTACK register to acknowledge the trigger output. 3) The same trigger output fires again before the corresponding bit in the CTIINTACK register is cleared to zero. ,"Trigger outputs might be missed:  In the case of a debug related interrupt that uses CTIINTACK to clear the interrupt, for events other than the first event.  In the case of a cross-halting debug request, after the first time a processor halts and restarts, a subsequent halt might not halt any other processors. ","This is a workaround for tools vendors. When the CTIINTACK register is written with a nonzero value, it must be immediately written to again with the value zero. This prevents any future events on the corresponding trigger output from being acknowledged. If this workaround is used, there remains a race condition, whereby a trigger output that occurs between the two register writes might be lost. This is unlikely to be significant, because the timing of trigger outputs and the timing of register writes are not highly correlated, and if the trigger output had occurred before the first register write, then it would also have been lost. "
Cortex -A7 MPCore,r0,p2,B,0,HSR Incorrect for Advanced SIMD / VFP instructions made UNDEFINED in Hyp mode by HCPTR settings,Cortex-A7 NEON Media Engine,"The Cortex-A7 MPCore Processor implements the ARMv7 Virtualization Extensions and can be implemented to include Advanced SIMD v2 and VFP v4. An Advanced SIMD or VFP instruction made UNDEFINED in Hyp mode by the programming of the HCPTR should write 0x7 to the HSR EC field. Because of this erratum, the Undefined Instruction exception writes 0x0 to the HSR EC field instead.","To be affected by this erratum, the processor implementation must include VFP v4 or Advanced SIMD v2 and VFP v4.",Use of Advanced SIMD and VFP instructions is enabled in the FPEXC register.  The HCPTR is programmed to trap Non-secure use of Advanced SIMD and/or VFP instructions to Hyp mode.  An Advanced SIMD or VFP instruction is executed in Hyp mode. ,"If the HCPTR is used to trap Non-secure use of Advanced SIMD or VFP instructions, the PL2 Undefined Instruction exception handler can not use the value of the HSR EC field to determine if an exception is due to an UNKNOWN cause or an Advanced SIMD or VFP instruction made UNDEFINED because of the programming of the HCPTR.","If an Advanced SIMD or VFP instruction may be UNDEFINED in Hyp mode because of the programming of the HCPTR, the PL2 Undefined Instruction exception handler can not use the value of the HSR EC field to determine whether to check the programming of the HCPTR. The Undefined Instruction exception handler must instead load the UNDEFINED instruction from memory and examine it to determine whether it is an Advanced SIMD or VFP instruction."
Cortex -A7 MPCore,r0,p2,B,0,HSR Incorrect for Advanced SIMD / VFP instructions made UNDEFINED in Hyp mode by HCPTR settings,Cortex-A7 Floating Point Unit,"The Cortex-A7 MPCore Processor implements the ARMv7 Virtualization Extensions and can be implemented to include Advanced SIMD v2 and VFP v4. An Advanced SIMD or VFP instruction made UNDEFINED in Hyp mode by the programming of the HCPTR should write 0x7 to the HSR EC field. Because of this erratum, the Undefined Instruction exception writes 0x0 to the HSR EC field instead.","To be affected by this erratum, the processor implementation must include VFP v4 or Advanced SIMD v2 and VFP v4.",Use of Advanced SIMD and VFP instructions is enabled in the FPEXC register.  The HCPTR is programmed to trap Non-secure use of Advanced SIMD and/or VFP instructions to Hyp mode.  An Advanced SIMD or VFP instruction is executed in Hyp mode. ,"If the HCPTR is used to trap Non-secure use of Advanced SIMD or VFP instructions, the PL2 Undefined Instruction exception handler can not use the value of the HSR EC field to determine if an exception is due to an UNKNOWN cause or an Advanced SIMD or VFP instruction made UNDEFINED because of the programming of the HCPTR.","If an Advanced SIMD or VFP instruction may be UNDEFINED in Hyp mode because of the programming of the HCPTR, the PL2 Undefined Instruction exception handler can not use the value of the HSR EC field to determine whether to check the programming of the HCPTR. The Undefined Instruction exception handler must instead load the UNDEFINED instruction from memory and examine it to determine whether it is an Advanced SIMD or VFP instruction."
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",C,0,"PMU events 0x07, 0x0C, and 0x0E do not increment correctly",Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements version 2 of the Performance Monitor Unit architecture (PMUv2). The PMU can gather statistics on the operation of the processor and memory system during runtime. This event information can be used when debugging or profiling code. The PMU can be programmed to count architecturally executed stores (event 0x07), software changes of the PC (event 0x0C), and procedure returns (event 0x0E). However, because of this erratum, these events do not fully adhere to the descriptions in the PMUv2 architecture. ", All configurations.,"Either: 1) A PMU counter is enabled and programmed to count event 0x07. That is: instruction architecturally executed, condition code check pass, store. 2) A PLDW instruction is executed. If the above conditions are met, the PMUv2 architecture specifies that the counter for event 0x07 does not increment. However, the counter does increment. Or: 1) A PMU counter is enabled and programmed to count event 0x0C. That is: instruction architecturally executed, condition code check pass, software change of the PC. 2) An SVC, HVC, or SMC instruction is executed. If the above conditions are met, the PMUv2 architecture specifies that the counter for event 0x0C increments. However, the counter does not increment. Or: 1) A PMU counter is enabled and programmed to count event 0x0E. That is: instruction architecturally executed, condition code check pass, procedure return. 2) One of the following instructions is executed: 1. MOV PC, LR 2. ThumbEE LDMIA R9!, {?, PC} 3. ThumbEE LDR PC, [R9], #offset 4. BX Rm, where Rm != R14 5. LDM SP, {?, PC} If the above conditions are met, the PMUv2 architecture specifies that the counter for event 0x0E increments for (a), (b), (c) and does not increment for (d) and (e). However, the counter does not increment for (a), (b), (c) and increments for (d) and (e). ","The information returned by PMU counters that are programmed to count events 0x07, 0x0C, or 0x0E might be misleading when debugging or profiling code executed on the processor.",There is no workaround for this erratum.
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",C,0,PMU event counter 0x14 does not increment correctly,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements version 2 of the Performance Monitor Unit architecture (PMUv2). The PMU can gather statistics on the operation of the processor and memory system during runtime. This event information can be used when debugging or profiling code. When a PMU counter is programmed to count L1 instruction cache accesses (event 0x14), the counter should increment on all L1 instruction cache accesses. Because of this erratum, the counter increments on cache hits but not on cache misses.", All configurations.,"1) A PMU counter is enabled and programmed to count L1 instruction cache accesses (event 0x14). 2) Cacheable instruction fetches miss in the L1 instruction cache. When the above conditions are met, the event counter will not increment.",A PMU counter that is programmed to count L1 instruction cache accesses will count instruction cache hits but not instruction cache misses. The information returned can be misleading when debugging or profiling code executed on the processor. Cache-bound code execution is not affected by this erratum because of the absence of cache misses.,"To obtain a better approximation for the number of L1 instruction cache accesses, enable a second PMU counter and program it to count instruction fetches that cause linefills (event 0x01). Add the value returned by this counter to the value returned by the L1 instruction access counter (event 0x14). The result of the addition is a better indication of the number of L1 instruction cache accesses."
Cortex -A7 MPCore,r0,"p2,p3,p4,p5",C,0,Exception mask bits are cleared when an exception is taken in Hyp mode,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements the ARM Virtualization Extensions and the ARM Security Extensions. Exceptions can be routed to Monitor mode by setting SCR.{EA, FIQ, IRQ} to 1. Exceptions can be masked by setting corresponding bit CPSR.{A, I, F} to 1. The ARMv7-A architecture states that an exception taken in Hyp mode does not change the value of the mask bits for exceptions routed to Monitor mode. However, because of this erratum, the corresponding mask bits will be cleared to 0.", All configurations.,"1) One or more exception types are routed to Monitor mode by setting one or more of SCR.{EA, FIQ, IRQ} to 1. 2) The corresponding exception types are masked by setting the corresponding CPSR.{A, F, I} bits to 1. 3) Any exception is taken in Hyp mode. If the above conditions are met then the exception mask bit CPSR.{A, F, I} is cleared to 0 for each exception type that meets conditions (1) and (2). The affected mask bits are cleared together regardless of the exception type in condition (3). ","If SCR.{AW, FW} is set to 0 then the clearing of corresponding bit CPSR.{A, F} to 0 has no effect. The value of CPSR.{A, F} is ignored. Otherwise, when CPSR.{A, F, I} is set to 1, Secure code cannot rely on CPSR.{A, F, I} remaining set to 1. An exception that should be masked might be routed to Monitor mode. This is Category C as it is expected that users will: 1) set SCR.{AW, FW} to 0 when SCR.{EA, FIQ} is set to 1. 2) set SCR.IRQ to 0. ",There is no workaround for this erratum.
Cortex -A7 MPCore,r0,"p2,p3,p4",C,0,System instruction accessing CNTPCT or CPACR might be ignored in debug state,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes the Virtualization Extensions, which support trapping system instructions to the hypervisor under certain conditions. Hypervisor traps should be ignored in debug state, but due to this erratum system instructions that access the CNTPCT or CPACR are ignored in debug state if the conditions for generating a hypervisor trap would be met if the processor was not in debug state.", All configurations.,For CNTPCT: 1) The Cortex-A7 MPCore processor is in debug state. 2) The Cortex-A7 MPCore processor is in a Non-secure mode other than Hyp mode. 3) CNTHCTL.PL1PCTEN is set to 1. 4) A system instruction that accesses CNTPCT is executed. For CPACR: 1) The Cortex-A7 MPCore processor is in debug state. 2) The Cortex-A7 MPCore processor is in a non-secure mode other than Hyp mode. 3) HCPTR.TCPAC is set to 1. 4) A system instruction that accesses CPACR is executed. ,A system instruction that accesses the CNTPCT or the CPACR in non-secure state in debug state might have no effect.,"When in debug state, the relevant trap bit (CNTHCL.PL1PCTEN for the CNTPCT and HCPTR.TCPAC for the CPACR) must be cleared to zero before trying to access the CNTPCT or the CPACR."
Cortex -A7 MPCore,r0,"p2,p3,p4",C,0,TBB/TBH incorrect branch address is not mis-predicted,Cortex-A7 MPCore,"The TBB and TBH instructions cause a PC-relative forward branch using a table of single byte or halfword offsets. A base register provides a pointer to the table, and a second register supplies an index into the table. Because of this erratum, the processor might incorrectly calculate the branch offset used to determine whether a predicted branch is correct. In this event, a branch with an address mis-prediction might be treated as a correct branch and cause the processor to execute code from the wrong address.", All configurations.,"1) A load or store instruction with pre-indexed base-register writeback is issued. 2) A TBB or TBH instruction is issued in the cycle after the load or store instruction with the same base-register as the preceding load or store instruction. 3) The TBB or TBH instruction is predicted taken. 4) The load or store instruction and the TBB or TBH instruction pass their condition code checks. 5) The predicted target address is equal to the base-register plus the offset loaded from memory. If the above conditions are met then the processor branches to the base-register plus offset rather than the PC plus offset. Example code sequence: LDR r8, [r0, #0x4]! <independent instruction> TBB [r0, r5] Where <independent instruction> can be one of:  No instruction  NOP  IT  B, BL, BLX (imm)  MOV (reg)  MOV (imm), ADD (imm), SUB (imm), CMP (imm), CMN (imm), AND (imm), EOR (imm), TST (imm), TEQ (imm), BIC (imm), ORR (imm), MVN (imm), ORN (imm), UXTB, UXTB16, UXTH, SXTB, SXTB16, SXTH ","The processor will execute code from the wrong address if permissions are correct. The erratum will not cause the processor to change privilege level or security state. Note: These implications can be safely ignored for compiled C/C++ code because the branch table is opaque to the programmer and C/C++ compilers will not generate the code sequence described in conditions (1) to (4). Similarly, the code sequence is not expected to be generated by other compilers or interpreters. In addition, the 32-bit result of the calculation in condition (5) is unlikely to match the branch target address predicted by the BTAC. This erratum has not been observed in real code. ",There is no workaround for this erratum.
